Gender,Age,Occupation,Marital status,Monthly income,5:00 AM - 5:30 AM,5:30 AM - 6:00 AM,6:00 AM - 6:30 AM,6:30 AM - 7:00 AM,7:00 AM - 7:30 AM,7:30 AM - 8:00 AM,8:00 AM - 8:30 AM,8:30 AM - 9:00 AM,9:00 AM - 9:30 AM,9:30 AM - 10:00 AM,10:00 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:30 AM,11:30 AM - 12:00 PM,12:00 PM - 12:30 PM,12:30 PM - 1:00 PM,1:00 PM - 1:30 PM,1:30 PM - 2:00 PM,2:00 PM - 2:30 PM,2:30 PM - 3:00 PM,3:00 PM - 3:30 PM,3:30 PM - 4:00 PM,4:00 PM - 4:30 PM,4:30 PM - 5:00 PM,5:00 PM - 5:30 PM,5:30 PM - 6:00 PM,6:00 PM - 6:30 PM,6:30 PM - 7:00 PM,7:00 PM - 7:30 PM,7:30 PM - 8:00 PM,8:00 PM - 8:30 PM,8:30 PM - 9:00 PM,9:00 PM - 9:30 PM,9:30 PM - 10:00 PM,10:00 PM - 10:30 PM,10:30 PM - 11:00 PM,11:00 PM - 11:30 PM,11:30 PM - 12:00 AM,12:00 AM - 12:30 AM,12:30 AM - 1:00 AM,1:00 AM - 1:30 AM,1:30 AM - 2:00 AM,2:00 AM - 2:30 AM,2:30 AM - 3:00 AM,3:00 AM - 3:30 AM,3:30 AM - 4:00 AM,4:00 AM - 4:30 AM,4:30 AM - 5:00 AM
Female,21,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Family Time,Eating,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Family Time,Work,Work,Work,Eating,Eating,Work,Work,Family Time,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Work,Work,Eating,Family Time,Family Time,Family Time,Family Time,Family Time,Family Time,Family Time,Family Time,Family Time,Work,Work,Phone Calls,Reading or Writing,Personal Care,Work,Eating,Family Time,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,80000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Work,Work,Work,Work,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Personal Care,Personal Care,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Socializing,Personal Care,Personal Care,Eating,Family Time,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,20000,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Study,Sleeping,Personal Care,Personal Care,Eating,Exercise,Exercise,Entertainment,Entertainment,Personal Care,Personal Care,Religion or Spiritual Activities,Eating,Eating,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Study,Study,Study,Study,Study,Study,Study,Eating,Personal Care,Personal Care,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,100000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Entertainment,Work,Volunteering,Entertainment,Eating,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Entertainment,Family Time,Caring for Pets,Entertainment,Entertainment,Study,Study,Study,Study,Study,Study,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,22,Student,Single,8000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Reading or Writing,Sleeping,Sleeping,Work,Work,Study,Study,Shopping,Study,Study,Exercise,Sleeping,Housework,Housework,Housework,Study,Eating,Eating,Housework,Shopping,Shopping,Religion or Spiritual Activities,Traveling,Exercise,Traveling,Sleeping,Study,Personal Care,Personal Care,Eating,Exercise,Personal Care,Housework,Exercise,Personal Care,Shopping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,100000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,University Class,University Class,University Class,University Class,University Class,Eating,Eating,Phone Calls,Family Time,Work,Work,Work,Work,Work,Work,Family Time,Family Time,Eating,Personal Care,Study,Study,Study,Study,Video Games,Video Games,Study,Study,Study,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Eating,Housework,Housework,Housework,Personal Care,Cooking,Eating,Eating,Family Time,Entertainment,Entertainment,Religion or Spiritual Activities,Entertainment,Religion or Spiritual Activities,Entertainment,Entertainment,Eating,Housework,Entertainment,Entertainment,Study,Study,Entertainment,Cooking,Eating,Eating,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,300000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Housework,Study,Personal Care,Personal Care,Personal Care,Study,Housework,Housework,Eating,Eating,Housework,Study,Study,Study,Housework,Eating,Religion or Spiritual Activities,Study,Volunteering,Housework,Study,Eating,Cooking,Eating,Entertainment,Study,Entertainment,Personal Care,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,24,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Eating,Phone Calls,Reading or Writing,Reading or Writing,Reading or Writing,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Socializing,Socializing,Socializing,Family Time,Study,Study,Study,Study,Study,Study,Eating,Phone Calls,Phone Calls,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,250000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Housework,Family Time,Family Time,Family Time,Family Time,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Study,Study,Study,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,24,Student,Single,70000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Study,Study,Study,Housework,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Entertainment,Family Time,Eating,Entertainment,Religion or Spiritual Activities,Phone Calls,Sports,Sports,Religion or Spiritual Activities,Entertainment,Work,Work,Religion or Spiritual Activities,Eating,Study,Study,Study,Reading or Writing,Study,Eating,Entertainment,Entertainment,Housework,Study,Study,Phone Calls,Sleeping,Sleeping,Sleeping,Sleeping
Female,24,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Housework,Housework,Eating,Eating,Family Time,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Socializing,Socializing,Socializing,Family Time,Family Time,Family Time,Family Time,Eating,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,60000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Personal Care,Religion or Spiritual Activities,Eating,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Study,Study,Family Time,Study,Personal Care,Personal Care,Personal Care,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,44000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Eating,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,Work,Traveling,Traveling,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Entertainment,Entertainment,Study,Study,Study,Study,Religion or Spiritual Activities,Work,Eating,Work,Personal Care,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,40000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Socializing,Family Time,Gardening,Shopping,Housework,Work,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Socializing,Entertainment,Video Games,Video Games,Socializing,Family Time,Socializing,Family Time,Socializing,Socializing,Socializing,Socializing,Study,Study,Study,Study,Study,Study,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,24,Student,Married,100000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Work,Work,Housework,Housework,Housework,Personal Care,Personal Care,Religion or Spiritual Activities,Eating,Eating,Family Time,Family Time,Sleeping,Sleeping,Entertainment,Family Time,Study,Study,Study,Study,Study,Study,Study,Eating,Eating,Personal Care,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities
Female,22,Student,Single,40000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Study,Study,Study,Eating,Study,Study,Study,Study,Personal Care,Personal Care,Religion or Spiritual Activities,Eating,Religion or Spiritual Activities,Study,Study,Study,Religion or Spiritual Activities,Volunteering,Volunteering,Volunteering,Eating,Volunteering,Entertainment,Entertainment,Eating,Study,Gardening,Religion or Spiritual Activities,Eating,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,230000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Personal Care,Eating,Entertainment,Entertainment,Caring for Pets,Gardening,Entertainment,Socializing,Socializing,Exercise,Exercise,Eating,Eating,Religion or Spiritual Activities,Work,Religion or Spiritual Activities,Phone Calls,Housework,Eating,Eating,Exercise,Exercise,Personal Care,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,24,Student,Single,60000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Phone Calls,Volunteering,Religion or Spiritual Activities,Family Time,Eating,Socializing,Family Time,Family Time,Family Time,Sports,Sports,Sports,Personal Care,Eating,Religion or Spiritual Activities,Entertainment,Entertainment,Entertainment,Video Games,Video Games,Entertainment,Entertainment,Entertainment,Nightlife,Nightlife,Nightlife,Eating,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife
Male,23,Student,Single,45000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Traveling,Traveling,Traveling,Eating,Study,Study,Study,Study,Study,Study,Work,Work,Work,Work,Personal Care,Personal Care,Personal Care,Eating,Personal Care,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,15000,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Personal Care,Traveling,Traveling,Work,Work,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Study,Religion or Spiritual Activities,Work,Work,Study,Socializing,Religion or Spiritual Activities,University Class,University Class,Traveling,Traveling,Traveling,Traveling,Eating,Personal Care,Family Time,Study,Religion or Spiritual Activities,Entertainment,Entertainment,Entertainment,Phone Calls,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Service holder,Single,300000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Personal Care,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Family Time,Family Time,Socializing,Entertainment,Entertainment,Entertainment,Socializing,Socializing,Family Time,Family Time,Eating,Family Time,Socializing,Socializing,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,1500000,Sleeping,Sleeping,Sleeping,Exercise,Housework,Housework,Personal Care,Study,Study,Study,Study,Study,Family Time,Family Time,Housework,Personal Care,Religion or Spiritual Activities,Eating,Housework,Reading or Writing,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Religion or Spiritual Activities,Phone Calls,Entertainment,Socializing,Family Time,Study,Study,Study,Study,Study,Eating,Housework,Religion or Spiritual Activities,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,27,Student,Single,50000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Exercise,Exercise,Exercise,Exercise,Eating,Housework,Housework,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Socializing,Socializing,Eating,Sleeping,Sleeping,Sports,Sports,Sports,Religion or Spiritual Activities,Socializing,Socializing,Phone Calls,Phone Calls,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,20,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Work,Work,Work,Work,Work,Eating,Entertainment,Entertainment,Reading or Writing,Reading or Writing,Reading or Writing,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Entertainment,Entertainment,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,120000,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Socializing,Video Games,Video Games,Video Games,Video Games,Video Games,Eating,Eating,Study,Study,Study,Video Games,Video Games,Entertainment,Entertainment,Entertainment,Study,Study,Study,Study,Study,Study,Entertainment,Entertainment,Entertainment,Entertainment,Video Games,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,22,Student,Single,225000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Video Games,Video Games,Video Games,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Entertainment,Reading or Writing,Reading or Writing,Sports,Sports,Sports,Socializing,Socializing,Socializing,Socializing,Socializing,Study,Study,Study,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,20,Student,Single,40000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Study,Study,Study,Study,Study,Study,Housework,Personal Care,Personal Care,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Entertainment,Eating,Study,Study,Study,Study,Study,Religion or Spiritual Activities,Entertainment,Eating,Study,Study,Phone Calls,Housework,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,19,Student,Single,30000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Traveling,Traveling,Traveling,Traveling,Sports,Sports,Traveling,Traveling,Traveling,Traveling,Sports,Sports,Phone Calls,Phone Calls,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Nightlife,Nightlife,Nightlife,Video Games,Video Games,Video Games,Phone Calls,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,20,Student,Single,100000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Phone Calls,Phone Calls,Entertainment,Family Time,Socializing,Socializing,Socializing,Socializing,Personal Care,Family Time,Family Time,Family Time,Eating,Eating,Personal Care,Personal Care,Phone Calls,Phone Calls,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,70000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Study,Study,Entertainment,Housework,Housework,Personal Care,Entertainment,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Religion or Spiritual Activities,Study,Study,Study,Study,Entertainment,Family Time,Eating,Family Time,Religion or Spiritual Activities,Family Time,Family Time,Entertainment,Entertainment,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,20,Student,Single,300000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Housework,Housework,Phone Calls,Eating,Entertainment,Entertainment,Video Games,Video Games,Eating,Eating,Housework,Sleeping,Sleeping,Sports,Sports,Sports,Religion or Spiritual Activities,Housework,Reading or Writing,Study,Study,Phone Calls,Socializing,Socializing,Socializing,Entertainment,Entertainment,Eating,Video Games,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,24,Student,Married,120000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Personal Care,Personal Care,Personal Care,Personal Care,Personal Care,Personal Care,Religion or Spiritual Activities,Eating,Phone Calls,Phone Calls,Sleeping,Sleeping,Religion or Spiritual Activities,Traveling,Traveling,Traveling,Sports,Sports,Sports,Sports,Study,Study,Study,Study,Phone Calls,Phone Calls,Phone Calls,Phone Calls,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,90000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Work,Work,Work,Work,Eating,Study,Exercise,Personal Care,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Video Games,Entertainment,Eating,Eating,Study,Study,Study,Study,Study,Exercise,Exercise,Study,Exercise,Phone Calls,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,120000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Housework,Housework,Study,Study,Study,Personal Care,Eating,Family Time,Family Time,Entertainment,Entertainment,Socializing,Socializing,Socializing,Socializing,Socializing,Socializing,Nightlife,Nightlife,Eating,Nightlife,Nightlife,Traveling,Personal Care,Entertainment,Work,Work,Study,Study,Study,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,200000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Socializing,Socializing,Family Time,Family Time,Family Time,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Study,Study,Study,Study,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Socializing,Socializing,Family Time,Family Time,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Socializing,Socializing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,19,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Family Time,Family Time,Family Time,Eating,Entertainment,Personal Care,Housework,Entertainment,Study,Study,Study,Entertainment,Personal Care,Sleeping,Sleeping,Personal Care,Study,Personal Care,Personal Care,Study,Study,Study,Study,Study,Exercise,Personal Care,Family Time,Family Time,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,100000,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Housework,Housework,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Religion or Spiritual Activities,Socializing,Socializing,Religion or Spiritual Activities,Family Time,Family Time,Family Time,Family Time,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,20,Student,Single,65000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Video Games,Video Games,Video Games,Reading or Writing,Reading or Writing,Sleeping,Reading or Writing,Video Games,Personal Care,Eating,Video Games,Video Games,Sports,Sports,Sports,Religion or Spiritual Activities,Video Games,Reading or Writing,Reading or Writing,Reading or Writing,Reading or Writing,Reading or Writing,Video Games,Video Games,Family Time,Eating,Video Games,Video Games,Video Games,Video Games,Video Games,Reading or Writing,Sleeping,Sleeping,Sleeping,Socializing,Sleeping
Male,19,Student,Single,500000,Religion or Spiritual Activities,Religion or Spiritual Activities,Caring for Pets,Exercise,Exercise,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Volunteering,Volunteering,Volunteering,Volunteering,Volunteering,Volunteering,Volunteering,Volunteering,Volunteering,Volunteering,Volunteering,Volunteering,Sports,Sports,Sports,Eating,Caring for Pets,Personal Care,Study,Study,Study,Study,Eating,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,20,Student,Single,70000,Religion or Spiritual Activities,Personal Care,Eating,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Traveling,Traveling,Eating,Sleeping,Family Time,Eating,Study,Study,Study,Study,Entertainment,Housework,Exercise,Eating,Family Time,Entertainment,Personal Care,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,19,Student,Single,60000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Eating,Study,Study,Study,Study,Exercise,Exercise,Entertainment,Personal Care,Personal Care,Eating,Study,Study,Phone Calls,Work,Housework,Religion or Spiritual Activities,Socializing,Family Time,Study,Study,Study,Study,Study,Eating,Nightlife,Shopping,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Exercise,Exercise,Eating,Socializing,Video Games,Video Games,Study,Study,Study,Study,Study,Religion or Spiritual Activities,Eating,Reading or Writing,Entertainment,Entertainment,Entertainment,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,60000,Sleeping,Sleeping,Sleeping,Personal Care,Religion or Spiritual Activities,Study,Study,Eating,Study,Study,Study,Entertainment,Study,Study,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Socializing,Socializing,Socializing,Religion or Spiritual Activities,Study,Study,Study,Study,Eating,Study,Study,Study,Religion or Spiritual Activities,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,20,Student,Single,60000,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Study,Study,Socializing,Study,Study,Housework,Personal Care,Religion or Spiritual Activities,Socializing,Socializing,Eating,Eating,Entertainment,Entertainment,Religion or Spiritual Activities,Reading or Writing,Reading or Writing,Religion or Spiritual Activities,Family Time,Family Time,Study,Study,Study,Eating,Socializing,Study,Study,Study,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
