Gender,Age,Occupation,Marital status,Monthly income,5:00 AM - 5:30 AM,5:30 AM - 6:00 AM,6:00 AM - 6:30 AM,6:30 AM - 7:00 AM,7:00 AM - 7:30 AM,7:30 AM - 8:00 AM,8:00 AM - 8:30 AM,8:30 AM - 9:00 AM,9:00 AM - 9:30 AM,9:30 AM - 10:00 AM,10:00 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:30 AM,11:30 AM - 12:00 PM,12:00 PM - 12:30 PM,12:30 PM - 1:00 PM,1:00 PM - 1:30 PM,1:30 PM - 2:00 PM,2:00 PM - 2:30 PM,2:30 PM - 3:00 PM,3:00 PM - 3:30 PM,3:30 PM - 4:00 PM,4:00 PM - 4:30 PM,4:30 PM - 5:00 PM,5:00 PM - 5:30 PM,5:30 PM - 6:00 PM,6:00 PM - 6:30 PM,6:30 PM - 7:00 PM,7:00 PM - 7:30 PM,7:30 PM - 8:00 PM,8:00 PM - 8:30 PM,8:30 PM - 9:00 PM,9:00 PM - 9:30 PM,9:30 PM - 10:00 PM,10:00 PM - 10:30 PM,10:30 PM - 11:00 PM,11:00 PM - 11:30 PM,11:30 PM - 12:00 AM,12:00 AM - 12:30 AM,12:30 AM - 1:00 AM,1:00 AM - 1:30 AM,1:30 AM - 2:00 AM,2:00 AM - 2:30 AM,2:30 AM - 3:00 AM,3:00 AM - 3:30 AM,3:30 AM - 4:00 AM,4:00 AM - 4:30 AM,4:30 AM - 5:00 AM
Female,27,Teacher,Married,70000,Religion or Spiritual Activities,Housework,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Housework,Eating,Family Time,Study,Study,Study,Study,Exercise,Family Time,Personal Care,Religion or Spiritual Activities,Eating,Entertainment,Family Time,Study,Study,Religion or Spiritual Activities,Religion or Spiritual Activities,Family Time,Religion or Spiritual Activities,Housework,Study,Personal Care,Nightlife,Nightlife,Traveling,Religion or Spiritual Activities,Personal Care,Entertainment,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,80000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,University Class,University Class,Work,Work,Work,Work,Work,Work,Work,Work,Work,Phone Calls,Gardening,Shopping,Religion or Spiritual Activities,Study,Study,Study,Exercise,Exercise,Exercise,Phone Calls,Sports,Phone Calls,Personal Care,Sports,Sports,Work,Work,Work,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,70000,Sleeping,Sleeping,Sleeping,Study,Study,Eating,Study,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Family Time,Work,Study,Study,Study,Study,Study,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,30000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Video Games,Religion or Spiritual Activities,Religion or Spiritual Activities,Video Games,Video Games,Video Games,Entertainment,Socializing,Nightlife,Entertainment,Sleeping,Sleeping,Sleeping,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,70000,Exercise,Exercise,Religion or Spiritual Activities,Personal Care,Work,Personal Care,Eating,Traveling,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,Religion or Spiritual Activities,University Class,University Class,Eating,University Class,University Class,University Class,University Class,University Class,Religion or Spiritual Activities,Eating,Sports,Socializing,Religion or Spiritual Activities,Personal Care,Study,Study,Study,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,24,Student,Single,275000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Exercise,Personal Care,Personal Care,Eating,Entertainment,Study,Study,Study,Eating,Cooking,Work,Reading or Writing,Reading or Writing,Gardening,Exercise,Shopping,Shopping,Eating,Phone Calls,Family Time,Family Time,Volunteering,Socializing,Entertainment,Entertainment,Study,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,26,Student,Single,30000,Religion or Spiritual Activities,Sleeping,Sleeping,Exercise,Sports,Sports,Sports,Eating,Caring for Pets,Family Time,Family Time,Socializing,Socializing,Housework,Housework,Personal Care,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Phone Calls,Entertainment,Sports,Sports,Entertainment,Religion or Spiritual Activities,Socializing,Socializing,Study,Study,Study,Family Time,Video Games,Family Time,Eating,Phone Calls,Entertainment,Sleeping,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,24,Student,Single,300000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Work,Work,Study,Entertainment,Housework,Housework,Personal Care,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Caring for Pets,Caring for Pets,Study,Entertainment,Traveling,Religion or Spiritual Activities,Study,Study,Study,Study,Study,Eating,Caring for Pets,Entertainment,Socializing,Socializing,Study,Personal Care,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities
Female,23,Student,Single,500000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Entertainment,Sleeping,Sleeping,Housework,Eating,Housework,Housework,Study,Study,Entertainment,Family Time,Sleeping,Entertainment,Sleeping,Entertainment,Study,Study,Study,Family Time,Family Time,Entertainment,Entertainment,Family Time,Work,Work,Family Time,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,300000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Entertainment,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Entertainment,Entertainment,Study,Study,Study,Study,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,22,Student,Single,100000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Study,Study,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Study,Study,Study,Study,Eating,Traveling,Personal Care,Video Games,Caring for Pets,Video Games,Video Games,Video Games,Study,Study,Eating,Personal Care,Study,Study,Video Games,Video Games,Video Games,Video Games,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,150000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Religion or Spiritual Activities,Entertainment,Family Time,Family Time,Socializing,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Study,Study,Entertainment,Study,Study,Study,Study,Study,Study,Study,Study,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Traveling,Eating,Video Games,Video Games,Entertainment,Entertainment,Religion or Spiritual Activities,Socializing,Religion or Spiritual Activities,Study,Study,Video Games,Video Games,Entertainment,Eating,Religion or Spiritual Activities,Family Time,Socializing,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Eating,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Traveling,Shopping,Shopping,Traveling,Phone Calls,Study,Study,Study,Entertainment,Entertainment,Family Time,Family Time,Reading or Writing,Video Games,Video Games,Video Games,Video Games,Video Games,Housework,Housework,Personal Care,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,200000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Religion or Spiritual Activities,Entertainment,Entertainment,Housework,Entertainment,Socializing,Phone Calls,Phone Calls,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Reading or Writing,Religion or Spiritual Activities,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,24,Student,Single,30000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Socializing,Entertainment,Traveling,Entertainment,Socializing,Eating,Study,Study,Entertainment,Socializing,Entertainment,Traveling,Traveling,Exercise,Exercise,Exercise,Exercise,Traveling,Socializing,Entertainment,Eating,Nightlife,Entertainment,Nightlife,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Married,60000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Housework,Housework,Housework,Housework,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Eating,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Family Time,Family Time,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Work,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Video Games,Socializing,Eating,Study,Study,Study,Study,Study,Study,Study,Eating,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,6500,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Family Time,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Study,Study,Study,Study,Sleeping,Sleeping,Entertainment,Entertainment,Family Time,Family Time,Study,Study,Study,Study,Study,Eating,Housework,Study,Study,Study,Study,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,5000,Sleeping,Sleeping,Sleeping,Personal Care,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,University Class,University Class,University Class,Traveling,Traveling,Eating,Caring for Pets,Caring for Pets,Religion or Spiritual Activities,Housework,Sleeping,Reading or Writing,Housework,Family Time,Socializing,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Religion or Spiritual Activities,Socializing,Nightlife,Personal Care,Eating,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,50000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Socializing,Family Time,Socializing,Socializing,Traveling,Traveling,Traveling,Shopping,Traveling,Shopping,Shopping,Traveling,Traveling,Traveling,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Eating,Study,Study,Study,Study,Personal Care,Sleeping,Sleeping
Male,23,Student,Single,7500,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Housework,Housework,Caring for Pets,Caring for Pets,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Study,Study,Study,Socializing,Socializing,Socializing,Socializing,Family Time,Family Time,Family Time,Family Time,Family Time,Socializing,Nightlife,Nightlife,Nightlife,Nightlife,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Cooking,Eating,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Entertainment,Video Games,Video Games,Video Games,Housework,Personal Care,Religion or Spiritual Activities,Video Games,Video Games,Video Games,Entertainment,Eating,Entertainment,Entertainment,Entertainment,Video Games,Video Games,Video Games,Study,Study,Study,Study,Study,Study,Cooking,Eating,Video Games,Video Games,Video Games,Video Games,Video Games,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,20000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Personal Care,Study,Study,Study,Study,Entertainment,Personal Care,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Entertainment,Entertainment,Entertainment,Traveling,Traveling,Socializing,Socializing,Entertainment,Reading or Writing,Personal Care,Study,Study,Entertainment,Study,Study,Study,Eating,Entertainment,Phone Calls,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Married,100000,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Eating,Family Time,Family Time,Socializing,Work,Entertainment,Entertainment,Housework,Personal Care,Religion or Spiritual Activities,Eating,Reading or Writing,Family Time,Reading or Writing,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Traveling,Traveling,Religion or Spiritual Activities,Socializing,Socializing,Religion or Spiritual Activities,Family Time,Family Time,Family Time,Family Time,Entertainment,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,25000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Entertainment,Entertainment,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Socializing,Video Games,Video Games,Video Games,Socializing,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Nightlife,Nightlife,Nightlife,Reading or Writing,Reading or Writing,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,60000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Eating,Family Time,Family Time,Work,Work,Study,Study,Study,Exercise,Exercise,Personal Care,Eating,Personal Care,Personal Care,Entertainment,Entertainment,Traveling,Traveling,Work,Work,Work,Work,Work,Work,Traveling,Traveling,Family Time,Entertainment,Eating,Entertainment,Personal Care,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,200000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Housework,Eating,Entertainment,Entertainment,Family Time,Socializing,Personal Care,Cooking,Eating,Family Time,Family Time,Religion or Spiritual Activities,Personal Care,Personal Care,Religion or Spiritual Activities,Cooking,Cooking,Religion or Spiritual Activities,Entertainment,Family Time,Eating,Study,Study,Study,Religion or Spiritual Activities,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities
Male,25,Student,Single,50000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Entertainment,Study,Study,Study,Personal Care,Housework,Entertainment,Eating,Entertainment,Phone Calls,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Traveling,Work,Work,Work,Traveling,Family Time,Entertainment,Study,Study,Eating,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping
Male,24,Student,Single,80000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Religion or Spiritual Activities,Entertainment,Entertainment,Socializing,Socializing,Eating,Traveling,Traveling,Traveling,Religion or Spiritual Activities,Traveling,Eating,Exercise,Exercise,Eating,Traveling,Personal Care,Socializing,Entertainment,Family Time,Socializing,Eating,Study,Study,Study,Study,Work,Work,Work,Work,Work,Work
Male,24,Student,Single,500000,Sleeping,Sleeping,Sleeping,Personal Care,Exercise,Exercise,Exercise,Family Time,Family Time,Family Time,Family Time,Family Time,Family Time,Family Time,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Socializing,Socializing,Socializing,Socializing,Study,Study,Study,Study,Study,Study,Study,Study,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,70000,Sleeping,Sleeping,Religion or Spiritual Activities,Personal Care,Entertainment,Housework,Housework,Personal Care,Eating,Traveling,Work,Work,Traveling,Personal Care,Reading or Writing,Reading or Writing,Personal Care,Religion or Spiritual Activities,Entertainment,Entertainment,Family Time,Family Time,Reading or Writing,Religion or Spiritual Activities,Sports,Exercise,Study,Study,Study,Study,Entertainment,Religion or Spiritual Activities,Reading or Writing,Study,Study,Study,Eating,Socializing,Religion or Spiritual Activities,Nightlife,Housework,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Work,Study,Study,Study,Eating,Housework,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Entertainment,Traveling,Traveling,Work,Entertainment,Socializing,Study,Study,Study,Study,Study,Study,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,22,Student,Single,60000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Eating,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Personal Care,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Traveling,Traveling,Work,Work,Work,Work,Work,Sports,Sports,Exercise,Exercise,Eating,Eating,Eating,Work,Work,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Traveling,Traveling,Traveling,Phone Calls,Personal Care,Eating,Eating,Phone Calls,Phone Calls,Housework,Housework,Exercise,Exercise,Family Time,Family Time,Shopping,Shopping,Shopping,Eating,Religion or Spiritual Activities,Cooking,Cooking,Housework,Eating,Eating,Phone Calls,Phone Calls,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Study,Study,Study,Study,Study,Family Time,Entertainment,Personal Care,Eating,Socializing,Socializing,Socializing,Sleeping,Sleeping,Family Time,Eating,Traveling,Traveling,Entertainment,Study,Study,Study,Study,Study,Study,Entertainment,Eating,Family Time,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,24,Student,Single,40000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Eating,Housework,Personal Care,Religion or Spiritual Activities,Entertainment,Entertainment,Eating,Housework,Religion or Spiritual Activities,Video Games,Religion or Spiritual Activities,Housework,Exercise,Family Time,Video Games,Video Games,Religion or Spiritual Activities,Work,Work,Entertainment,Entertainment,Entertainment,Eating,Housework,Phone Calls,Work,Work,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping
Female,26,Student,Married,70000,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Work,Religion or Spiritual Activities,Housework,Eating,Eating,Shopping,Shopping,Shopping,Shopping,Shopping,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Housework,Housework,Housework,Religion or Spiritual Activities,Religion or Spiritual Activities,Study,Study,Study,Study,Eating,Eating,Socializing,Socializing,Work,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities
Male,23,Student,Single,70000,Religion or Spiritual Activities,Eating,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Eating,Eating,Entertainment,Entertainment,Family Time,Family Time,Family Time,Family Time,Religion or Spiritual Activities,Eating,Eating,Entertainment,Entertainment,Entertainment,Religion or Spiritual Activities,Entertainment,Religion or Spiritual Activities,Eating,Eating,Family Time,Family Time,Personal Care,Study,Study,Study,Study,Study,Eating,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,70000,Religion or Spiritual Activities,Eating,Housework,Exercise,Study,Eating,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Housework,Housework,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Eating,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Study,Study,Eating,Eating,Shopping,Religion or Spiritual Activities,Study,Personal Care,Work,Nightlife,Family Time,Family Time,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities
Male,22,Student,Single,14000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Eating,Traveling,Traveling,Traveling,Entertainment,Entertainment,Family Time,Family Time,Eating,Housework,Personal Care,Video Games,Socializing,Socializing,Sports,Sports,Shopping,Traveling,Traveling,Reading or Writing,Reading or Writing,Reading or Writing,Nightlife,Nightlife,Nightlife,Nightlife,Family Time,Family Time,Eating,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Video Games,Video Games
Male,23,Student,Single,25000,Sleeping,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Study,Study,Study,Study,Study,Study,Traveling,Traveling,Traveling,Traveling,Eating,Eating,Eating,Eating,Eating,Eating,Eating,Religion or Spiritual Activities,Religion or Spiritual Activities,Traveling,Exercise,Housework,Traveling,Traveling,Traveling,Traveling,Traveling,Study,Study,Study,Study,Sleeping,Exercise,Sleeping,Study,Study,Housework,Study,Eating,Study,Study,Study,Study,Study
Male,23,Student,Single,100000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Housework,Housework,Personal Care,Phone Calls,Work,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Family Time,Family Time,Socializing,Socializing,Entertainment,Entertainment,Entertainment,Entertainment,Phone Calls,Phone Calls,Study,Study,Eating,Study,Study,Study,Eating,Family Time,Work,Work,Work,Nightlife,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,3000,Exercise,Exercise,Exercise,Exercise,Exercise,Exercise,Study,Study,Study,Study,Study,Study,Study,Study,Eating,Eating,Exercise,Exercise,Exercise,Sleeping,Eating,Exercise,Exercise,Exercise,Exercise,Exercise,Eating,Eating,Phone Calls,Religion or Spiritual Activities,Eating,Religion or Spiritual Activities,Phone Calls,Housework,Shopping,Exercise,Traveling,Eating,Exercise,Phone Calls,Traveling,Cooking,Socializing,Phone Calls,Personal Care,Personal Care,Shopping,Traveling
Male,22,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Family Time,Family Time,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Eating,Family Time,Exercise,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Study,Study,Family Time,Family Time,Family Time,Family Time,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Cooking,Cooking,Eating,Eating,Entertainment,Entertainment,Entertainment,Eating,Housework,Phone Calls,Phone Calls,Study,Study,Study,Study,Entertainment,Entertainment,Cooking,Cooking,Eating,Eating,Housework,Work,Work,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,20,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Caring for Pets,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Personal Care,Eating,Eating,Caring for Pets,Caring for Pets,Entertainment,Entertainment,Entertainment,Entertainment,Family Time,Family Time,Family Time,Family Time,Family Time,Caring for Pets,Caring for Pets,Caring for Pets,Eating,Eating,Family Time,Study,Study,Study,Study,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping
