Gender,Age,Occupation,Marital status,Monthly income,5:00 AM - 5:30 AM,5:30 AM - 6:00 AM,6:00 AM - 6:30 AM,6:30 AM - 7:00 AM,7:00 AM - 7:30 AM,7:30 AM - 8:00 AM,8:00 AM - 8:30 AM,8:30 AM - 9:00 AM,9:00 AM - 9:30 AM,9:30 AM - 10:00 AM,10:00 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:30 AM,11:30 AM - 12:00 PM,12:00 PM - 12:30 PM,12:30 PM - 1:00 PM,1:00 PM - 1:30 PM,1:30 PM - 2:00 PM,2:00 PM - 2:30 PM,2:30 PM - 3:00 PM,3:00 PM - 3:30 PM,3:30 PM - 4:00 PM,4:00 PM - 4:30 PM,4:30 PM - 5:00 PM,5:00 PM - 5:30 PM,5:30 PM - 6:00 PM,6:00 PM - 6:30 PM,6:30 PM - 7:00 PM,7:00 PM - 7:30 PM,7:30 PM - 8:00 PM,8:00 PM - 8:30 PM,8:30 PM - 9:00 PM,9:00 PM - 9:30 PM,9:30 PM - 10:00 PM,10:00 PM - 10:30 PM,10:30 PM - 11:00 PM,11:00 PM - 11:30 PM,11:30 PM - 12:00 AM,12:00 AM - 12:30 AM,12:30 AM - 1:00 AM,1:00 AM - 1:30 AM,1:30 AM - 2:00 AM,2:00 AM - 2:30 AM,2:30 AM - 3:00 AM,3:00 AM - 3:30 AM,3:30 AM - 4:00 AM,4:00 AM - 4:30 AM,4:30 AM - 5:00 AM
Female,27,Teacher,Married,70000,Religion or Spiritual Activities,Housework,Eating,Personal Care,Traveling,Traveling,Work,Work,Work,Work,Work,Work,Work,Work,Eating,Work,Work,Work,Work,Work,Travelling,Personal Care,Eating,Work,Work,Work,Religion or Spiritual Activities,Travelling,University Class,University Class,University Class,University Class,University Class,Travelling,Religion or Spiritual Activities,Eating,Family Time,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,80000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Study,Study,Study,Study,Study,Study,Eating,Housework,Travelling,Travelling,Sports,Eating,Entertainment,Housework,Travelling,Religion or Spiritual Activities,Work,Socializing,Caring for Pets,Phone Calls,Study,Gardening,Housework,Reading or Writing,Volunteering,Eating,Personal Care,Phone Calls,Sports,Travelling,Travelling,Gardening,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Study,Eating,Study,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Family Time,Work,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Eating,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,30000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Work,Eating,Traveling,Traveling,Traveling,Study,Study,Study,Study,Eating,Study,Eating,Religion or Spiritual Activities,Entertainment,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Religion or Spiritual Activities,Eating,Phone Calls,Socializing,Entertainment,Personal Care,Eating,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,24,Student,Single,275000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Study,Study,Study,Study,University Class,University Class,University Class,University Class,Cooking,Entertainment,Eating,Entertainment,University Class,University Class,Entertainment,Shopping,Shopping,Sleeping,Sleeping,Gardening,Study,Study,Housework,Exercise,Study,Study,Eating,Family Time,Family Time,Reading or Writing,Phone Calls,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,26,Student,Single,30000,Sleeping,Sleeping,Exercise,Traveling,Traveling,Reading or Writing,University Class,University Class,University Class,Eating,University Class,Phone Calls,University Class,Socializing,Socializing,Study,Religion or Spiritual Activities,Eating,University Class,Phone Calls,Video Games,Reading or Writing,Socializing,University Class,University Class,Travelling,Travelling,Travelling,Religion or Spiritual Activities,Family Time,Family Time,Study,Study,Eating,Personal Care,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,24,Student,Single,300000,Sleeping,Sleeping,Sleeping,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,Eating,Study,Study,University Class,University Class,University Class,University Class,Travelling,Travelling,Travelling,Eating,Work,Work,Housework,Housework,Study,Study,Caring for Pets,Study,Eating,Entertainment,Study,Religion or Spiritual Activities,Work,Personal Care,Caring for Pets,Study,Sleeping,Sleeping,Sleeping,Sleeping,Caring for Pets,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Study
Female,23,Student,Single,500000,Religion or Spiritual Activities,Sleeping,Sleeping,Personal Care,Traveling,Traveling,Traveling,Eating,Study,Study,Study,University Class,University Class,University Class,Work,Work,Eating,University Class,University Class,Religion or Spiritual Activities,Sleeping,Entertainment,Entertainment,University Class,University Class,Religion or Spiritual Activities,Travelling,Travelling,Travelling,Travelling,Family Time,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,300000,University Class,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Entertainment,Entertainment,Study,Study,Study,Study,Study,Study,University Class,University Class,University Class,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Eating,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,22,Student,Single,100000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Personal Care,Video Games,Reading or Writing,Entertainment,Personal Care,Personal Care,Reading or Writing,Entertainment,Caring for Pets,Sleeping,Study,Study,Study,Study,Eating,Personal Care,Video Games,Video Games,Eating,Study,Study,Entertainment,Video Games,Study,Study,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,150000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Entertainment,Religion or Spiritual Activities,Eating,Family Time,Family Time,Sleeping,Housework,Socializing,Religion or Spiritual Activities,Housework,Religion or Spiritual Activities,Exercise,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,University Class,University Class,University Class,Eating,Entertainment,Study,Study,Religion or Spiritual Activities,Study,Study,Study,Eating,Study,Eating,Religion or Spiritual Activities,University Class,University Class,Religion or Spiritual Activities,Eating,Entertainment,Religion or Spiritual Activities,Travelling,Video Games,Video Games,Socializing,Eating,Entertainment,Entertainment,Entertainment,Study,Study,Study,Eating,Entertainment,Study,Entertainment,Study,Religion or Spiritual Activities,Religion or Spiritual Activities
Male,21,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,University Class,University Class,University Class,University Class,University Class,University Class,Video Games,Video Games,Study,Study,Eating,Phone Calls,Travelling,Housework,Personal Care,Personal Care,Entertainment,Entertainment,Socializing,Family Time,Family Time,Travelling,Socializing,Eating,Phone Calls,Travelling,Housework,Video Games,Video Games,Video Games,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,200000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Phone Calls,Entertainment,Socializing,Socializing,Family Time,Study,Eating,Housework,Entertainment,Entertainment,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,24,Student,Single,30000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Traveling,Travelling,University Class,University Class,University Class,University Class,Eating,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Travelling,Exercise,Exercise,Exercise,Eating,Entertainment,Study,Study,Study,Study,Entertainment,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Married,60000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Traveling,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Travelling,Eating,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Eating,Study,Study,Study,Study,Study,Study,Study,Study,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Housework,Personal Care,Religion or Spiritual Activities,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Eating,Study,Study,Study,Study,Study,Study,Study,Eating,Study,Study,Work,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,6500,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,Eating,Socializing,Socializing,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Travelling,Travelling,Travelling,Family Time,Study,Study,Eating,Study,Study,Study,Study,Study,Study,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,5000,Sleeping,Sleeping,Sleeping,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,Caring for Pets,Personal Care,Personal Care,Personal Care,Reading or Writing,Reading or Writing,Religion or Spiritual Activities,Sports,Sports,Video Games,Video Games,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Nightlife,Housework,Housework,Eating,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,50000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,Eating,Phone Calls,University Class,University Class,Socializing,Socializing,University Class,University Class,Socializing,University Class,University Class,University Class,University Class,Eating,Work,Work,Work,Work,Work,Work,Work,Family Time,Socializing,Socializing,Eating,Exercise,Personal Care,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,7500,Sleeping,Sleeping,Sleeping,Eating,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Eating,University Class,University Class,University Class,University Class,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Caring for Pets,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,10000,Video Games,Study,Video Games,Cooking,Eating,Exercise,University Class,University Class,University Class,Entertainment,Entertainment,Entertainment,University Class,University Class,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Exercise,Housework,Video Games,Video Games,Video Games,Video Games,Cooking,Eating,Video Games,Video Games,Video Games,Video Games,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,20000,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Study,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,University Class,Personal Care,Entertainment,Socializing,University Class,University Class,University Class,Entertainment,Personal Care,Reading or Writing,Study,Study,Study,Entertainment,Nightlife,Study,Study,Entertainment,Eating,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Married,100000,Religion or Spiritual Activities,Religion or Spiritual Activities,Exercise,Housework,Study,Study,Cooking,Cooking,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Religion or Spiritual Activities,Eating,Study,Sleeping,Sleeping,Sleeping,Sleeping,Family Time,Religion or Spiritual Activities,Entertainment,Religion or Spiritual Activities,Eating,Study,Study,Religion or Spiritual Activities,Eating,Study,Study,Entertainment,Entertainment,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,21,Student,Single,25000,Sleeping,Eating,Traveling,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Travelling,Travelling,Travelling,Travelling,Personal Care,Personal Care,Study,Eating,Study,Study,Video Games,Video Games,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,60000,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Traveling,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,Socializing,Study,Study,University Class,University Class,University Class,Study,Study,Eating,University Class,University Class,University Class,Travelling,Travelling,Travelling,Travelling,Work,Work,Work,Work,Travelling,Travelling,Entertainment,Eating,Entertainment,Entertainment,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,200000,Sleeping,Sleeping,Personal Care,Housework,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Phone Calls,Religion or Spiritual Activities,Eating,University Class,University Class,University Class,Religion or Spiritual Activities,Travelling,Travelling,Travelling,Shopping,Entertainment,Entertainment,Religion or Spiritual Activities,Cooking,Eating,Family Time,Entertainment,Socializing,Study,Study,Study,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities
Male,25,Student,Single,50000,Sleeping,Sleeping,Sleeping,Sleeping,Traveling,Traveling,University Class,University Class,University Class,Eating,Socializing,Socializing,University Class,University Class,Socializing,University Class,University Class,Eating,Socializing,Socializing,Socializing,Socializing,Socializing,University Class,University Class,University Class,Travelling,Travelling,Work,Work,Work,Travelling,Family Time,Entertainment,Study,Study,Eating,Study,Study,Study,Video Games,Video Games,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping
Male,24,Student,Single,80000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Eating,Religion or Spiritual Activities,Travelling,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,Religion or Spiritual Activities,Travelling,Travelling,Exercise,Exercise,Eating,Work,Work,Study,Study,Study,Study,Eating,Socializing,Socializing,Work,Work,Work,Work,Work,Work,Work,Work
Male,24,Student,Single,500000,Sleeping,Sleeping,Personal Care,Personal Care,Exercise,Exercise,Exercise,Eating,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Work,Work,Work,Work,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,70000,Sleeping,Sleeping,Sleeping,Eating,Religion or Spiritual Activities,Eating,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Religion or Spiritual Activities,Eating,Work,Work,Work,Work,Work,Religion or Spiritual Activities,Reading or Writing,Travelling,Travelling,Travelling,University Class,University Class,University Class,University Class,Reading or Writing,Travelling,Travelling,Personal Care,Eating,Entertainment,Reading or Writing,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,70000,Sleeping,Sleeping,Traveling,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Socializing,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Study,Study,Study,Study,Travelling,Travelling,Travelling,Travelling,Travelling,Travelling,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,22,Student,Single,60000,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Travelling,Travelling,Religion or Spiritual Activities,Work,Work,Work,Religion or Spiritual Activities,Eating,Eating,Eating,Eating,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,25,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,University Class,University Class,University Class,University Class,University Class,University Class,Study,Housework,Housework,Phone Calls,Personal Care,Entertainment,Personal Care,Study,Study,Family Time,Family Time,Family Time,Study,Study,Study,Study,Study,Housework,Phone Calls,Phone Calls,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,University Class,University Class,University Class,Eating,Socializing,Study,Study,Study,Eating,Housework,Entertainment,Sleeping,Personal Care,Entertainment,Socializing,Socializing,Travelling,Travelling,Cooking,Eating,Entertainment,Study,Study,Study,Entertainment,Study,Housework,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,24,Student,Single,40000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Eating,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Family Time,Exercise,Video Games,Video Games,Video Games,Religion or Spiritual Activities,Study,Study,Study,Socializing,Entertainment,Eating,Housework,Phone Calls,Phone Calls,Personal Care,Work,Work,Entertainment,Sleeping,Sleeping,Religion or Spiritual Activities
Female,26,Student,Married,70000,Study,Sleeping,Work,Exercise,Sleeping,Eating,Housework,Work,Personal Care,Cooking,Gardening,Caring for Pets,Socializing,Reading or Writing,Housework,Work,Personal Care,Eating,Sleeping,Socializing,Entertainment,Study,Reading or Writing,Phone Calls,Religion or Spiritual Activities,Religion or Spiritual Activities,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Personal Care,Eating,Housework,Entertainment,Socializing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities
Male,23,Student,Single,70000,Sleeping,Religion or Spiritual Activities,Eating,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,Personal Care,Personal Care,Entertainment,Entertainment,Socializing,Socializing,Personal Care,Personal Care,University Class,University Class,Personal Care,Personal Care,Travelling,Travelling,Family Time,Family Time,Eating,Housework,Housework,Housework,Religion or Spiritual Activities,Study,Study,Study,Eating,Entertainment,Entertainment,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,23,Student,Single,70000,Religion or Spiritual Activities,Exercise,Study,Study,Eating,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Housework,Personal Care,Personal Care,Eating,Eating,Religion or Spiritual Activities,Sleeping,University Class,University Class,Reading or Writing,Volunteering,Exercise,Eating,Shopping,Phone Calls,Personal Care,Study,Nightlife,Work,Cooking,Caring for Pets,Nightlife,Nightlife,Video Games,Phone Calls,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,22,Student,Single,14000,Video Games,Video Games,Sleeping,Sleeping,Study,Study,Study,Study,University Class,University Class,University Class,University Class,University Class,University Class,Reading or Writing,University Class,Socializing,Socializing,Eating,University Class,University Class,University Class,University Class,Family Time,Housework,Sleeping,Sports,Video Games,Reading or Writing,Entertainment,Entertainment,Study,Study,Study,Study,Study,Eating,Study,Study,Study,Housework,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,25000,Video Games,Video Games,Eating,Study,Study,Study,Study,Study,Study,Traveling,Traveling,Traveling,Traveling,Traveling,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Work,Work,Work,Travelling,Travelling,Travelling,Travelling,Eating,Personal Care,Nightlife,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,100000,Sleeping,Sleeping,Sleeping,Eating,Work,Traveling,University Class,University Class,University Class,Work,Work,Work,Work,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Work,Socializing,Socializing,Entertainment,Entertainment,Entertainment,Travelling,Travelling,Study,Study,Phone Calls,Eating,Work,Work,Reading or Writing,Family Time,Video Games,Video Games,Video Games,Video Games,Video Games,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,3000,Personal Care,Study,Phone Calls,Eating,Entertainment,Housework,Volunteering,Nightlife,Traveling,Religion or Spiritual Activities,Caring for Pets,Eating,Sports,Exercise,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Exercise,Exercise,Exercise,Study,Study,Study,Study,Study,Study,Study,Eating,Eating,Eating,Housework,Housework,Phone Calls
Male,22,Student,Single,70000,Family Time,Entertainment,Video Games,Entertainment,Video Games,Study,Study,Study,Eating,Entertainment,Family Time,Family Time,Family Time,Sleeping,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Entertainment,Entertainment,Family Time,Entertainment,Family Time,Video Games,Video Games,Video Games,Study,Study,Study,Eating,Family Time,Family Time,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,22,Student,Single,70000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Eating,Phone Calls,Entertainment,Entertainment,Work,Study,Study,Study,Study,Cooking,Cooking,Eating,Eating,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,20,Student,Single,10000,Sleeping,Sleeping,Sleeping,Caring for Pets,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Caring for Pets,Housework,Socializing,Family Time,Family Time,Study,Study,Study,Study,Study,Caring for Pets,Eating,Entertainment,Entertainment,Socializing,Socializing,Study,Study,Study,Entertainment,Personal Care,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,70000,Sleeping,Sleeping,Sleeping,Eating,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Personal Care,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Work,Work,Work,Work,Work,Work,Work,Work,Work,Eating,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,University Class,University Class,University Class,University Class,University Class,Work,Personal Care,Work,Phone Calls,Housework,Eating,Sleeping,Sleeping,Housework,University Class,University Class,University Class,Housework,Housework,Study,Study,Study,Phone Calls,Work,Eating,Entertainment,Entertainment,Reading or Writing,Reading or Writing,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
Male,23,Student,Single,80000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,University Class,University Class,University Class,University Class,Entertainment,Reading or Writing,University Class,University Class,University Class,Entertainment,Entertainment,Family Time,Family Time,Travelling,Travelling,Travelling,Travelling,Socializing,Religion or Spiritual Activities,Work,Work,Work,Work,Work,Personal Care,Personal Care,Personal Care,Eating,Housework,Housework,Entertainment,Entertainment,Entertainment,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping
Female,21,Student,Single,20000,Religion or Spiritual Activities,Exercise,Personal Care,Personal Care,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Travelling,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Socializing,Socializing,Entertainment,Study,Study,Study,Study,Religion or Spiritual Activities,Reading or Writing,Reading or Writing,Reading or Writing,Personal Care,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping
